לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7100,Pratt & Whitney Aircraft Group,PWA PS 258-A,PS 258-A    ALLPS MANUAL HOLDERS,,,,,15/03/1985,15/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 26-H,PS 26-H   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,06/05/1944,26/02/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 260-B,PS 260-B   NITRIC ACID - SODIUM DICHROMATE SOLUTION,,,,,05/11/1967,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 262-B,PS 262-B     SILVER NITRATE - HALIDE TEST SOLUTION,,,,,08/01/1967,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 263-F,PS 263-F    ELECTROCHEMICAL MACHINING,,,,,04/11/1967,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 264-C,PS 264-C   PACKING LEAK TEST SOLUTION,,,,,07/05/1967,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 265-B,PS 265-B  SEALING SOLUTION,,,,,05/07/1968,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 266-A,PS 266-A    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,19/01/1970,14/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 267-B,PS 267-B   SULFURIC ACID - SODIUM DICHROMATE SOLUTION,,,,,27/01/1969,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 268-L,PS 268-L   ELECTROCHEMICAL MACHINING ELECTROLYTE,,,,,04/02/1969,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 270-C,PS 270-C   ELECTROCHEMICAL MACHINING,,,,,29/10/1971,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 271-C,PS 271-C   ELECTROCHEMICAL MACHINING,,,,,17/10/1972,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 272-D,PS 272-D   ELECTROCHEMICAL MACHINING,,,,,17/10/1972,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 273-B,PS 273-B  STRIPPING SOLUTION MOLYBDENUM,,,,,26/06/1973,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 274-D,PS 274-D   ANODIZE ELECTROLYTE SOLUTION,,,,,02/07/1974,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 275-C,PS 275-C    ANODIZE SEALING SOLUTION,,,,,02/07/1974,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 28-F,PS 28-F    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,12/05/1952,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 280-D,PS 280-D             15% WETTING AGENT SOLUTION,,,,,05/12/1977,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 281-B,PS 281-B    COLUMBIUM CLEANING SOLUTION,,,,,11/05/1977,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 283-A,PS 283-A     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,14/07/1978,18/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 284-A,PS 284-A   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,14/07/1978,04/11/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 286-B,PS 286-B    ELECTROCHEMICAL MACHINING,,,,,19/07/1979,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 287-B,PS 287-B    SODIUM DICHROMATE - SULFURIC ACID,,,,,25/09/1979,13/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 291-D,PS 291-D    SODIUM HYDROXIDE SOLUTION,,,,,19/10/1981,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 292-E,PS 292-E  SODIUM HYDEOXIDE SOLUTION - 25%,,,,,05/10/1983,08/09/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 293-B,PS 293-B    ALKALI CLEANER,,,,,17/01/1984,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 294-E,PS 294-E  CHEMICAL MILLING SOLUTION,,,,,23/04/1986,10/06/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 295-A,PS 295-A   JET ENGINE CLEANING SOLUTION,,,,,04/08/1986,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 296-B,PS 296-B     CLEANING AND DEGREASING SOLUTION,,,,,04/10/1986,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 297-A,PS 297-A   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,19/02/1987,04/11/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 298-A,PS 298-A    CHEMICAL MILLING PREMIX SOLUTION,,,,,24/03/1987,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 299-A,PS 299-A     REGENERATION SOLUTION DEIONIZER ALKALI,,,,,30/10/1987,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 3-K,PS 3-K   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,07/06/1944,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 30-F,PS 30-F     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,18/06/1948,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 301,PS 301     CADMIUM PLATING SOLUTION,108449,לנדאו אשר,,P,13/05/1944,02/11/2004,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 302-H,PS 302-H    CYANIDE SOLUTION,,,,,07/11/1944,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 303-H,PS 303-H    CAUSTIC CYANIDE SOLUTION,,,,,07/06/1944,18/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 304-K,PS 304-K    COPPER STRIKE SOLUTTION,,,,,07/06/1944,08/09/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 305-G,PS 305-G    SILVER STRIKE SOLUTION,,,,,07/06/1944,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 306-K,PS 306-K    SILVER PLATE SOLUTION,,,,,07/06/1944,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 307-J,PS 307-J    BRIGHTENER SOLUTION  {SILVER PLATE},,,,,07/10/1944,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 31-G,PS 31-G     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,20/12/1948,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 310-H,PS 310-H    COPPER & SILVER STRIP SOLUTION,,,,,19/09/1944,08/09/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 311-A,PS 311-A   CADMIUM PLATING SOLUTION,,,,,14/03/1967,14/03/1967,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 312-B,PS 312-B    STRIP SOLUTION FOR STAINLESS STEEL PLATING FIXTURES,,,,,31/10/1966,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 314-A,PS 314-A   STRIP SOLUTION FOR STAINLESS STEEL PLATING FIXTURES,,,,,31/10/1966,28/05/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 316-C,PS 316-C    NICKEL STRIP SOLUTION,,,,,29/01/1952,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 32-D,PS 32-D     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,26/09/1949,03/04/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 320-B,PS 320-B   ALL PS MANUAL HOLDERS,,,,,16/08/1984,16/08/1984,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 321-AA,PS 321-AA     NICKEL PLATING SOLUTION  [SULFAMATE],108449,לנדאו אשר,,AE,10/02/1956,30/05/2007,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 324-K,PS 324-K       HARD NICKEL PLATING SOLUTION  [SULFAMATE],,,,,13/06/1963,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 325-D,PS 325-D    NICKEL STRIP SOLUTION,,,,,05/12/1965,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 326-D,PS 326-D    ALKALI SMUT REMOVAL SOLUTION,,,,,21/01/1967,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 327-A,PS 327-A    ALUMIUM PLATING SOLUTION,,,,,13/06/1967,04/11/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 328-G,PS 328-G    ELECTROLES NICKEL PLATING SOLUTION,,,,,19/03/1970,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 329-E,PS 329-E   TRISODIUM PHOSPHATE SOLUTION,111534,רוזנשטיין צ'רלס,,M,24/08/1970,09/01/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 331-D,PS 331-D   COCRAIY STRIPPING SOLUTION,,,,,23/04/1971,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 332-B,PS 332-B       STRIPPING SOLLUTION FOR PWA 47 AND PWA 73 COATINGS,,,,,06/12/1972,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 334-C,PWA PS 334-C      ALKALI CLEANER  [GENERAL PURPOSE],,,,,12/08/1975,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 337-C,PS 337-C     ELECTROCLEANER SOLUTION FOR BRUSH PLATING,,,,,11/02/1977,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 338-C,PS 338-C   ACTIVATOR SOLUYION FOR BRUSH PLATING,,,,,11/02/1977,28/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 339-C,PS 339-C   NICKEL SOLUTION FOR BRUSH PLATING,,,,,11/02/1977,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 340-C,PS 340-C  HIGH-SPEED NICKEL SOLUTION FOR BRUSH PLATING,,,,,11/02/1977,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 341-B,PS 341-B   ALL PS MANUAL HOLDERS,,,,,28/09/1993,28/09/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 342-B,PS 342-B     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,25/10/1978,25/03/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 343-B,PS 343-B    ALKALI CLEANER  [GENERAL PURPOSE],,,,,30/04/1979,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 344-E,PS 344-E    ALKALI CLEANER  [HEAVY-DUTY] PHOSPHATE FREE,,,,,01/03/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 345-C,PS 345-C    NICKEL STRIKE SOLUTION FOR BRUSH PLATING,,,,,28/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 346-C,PS 346-C   NICKEL XHB SOLUTION FOR BRUSH PLATING,,,,,28/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 347-C,PS 347-C     ACTIVATOR SOLUTION FOR BRUSH PLATE,,,,,14/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 348-C,PS 348-C    ACTIVATOR SOLUTION FOR BRUSH PLATING,,,,,14/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 349-C,"PS 349-C   NICKEL [SEMI-BRIGHT,HIGH-LEVELING]",,,,,28/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 35-D,PS 35-D    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,22/12/1951,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 350-B,PS 350-B    ALKALI CLEANER [LOW TEMPERATURE],,,,,10/01/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 351-C,PS 351-C     NICKEL STRIP SOLUTION FOR BRUSH PLATING,,,,,11/06/1980,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 352-E,PS 352-E    SOLUYION FOR STRIPPING,,,,,24/07/1981,07/01/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 354-A,PS 354-A     PROCESS SOLUTION,,,,,04/02/1982,24/05/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 355-A,PS 355-A    NICKEL-TUNGSTEN BRUSH PLATING SOLUTION,,,,,05/05/1983,29/04/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 359-C,PS 359-C    ELECTROLESS NICKEL PLATING SOLUTION,,,,,02/10/1983,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 36-E,PS 36-E     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,29/01/1952,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 360-B,PS 360-B      ELECTROLESS NICKEL PLATING SOLUTION,,,,,18/08/1983,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 361-A,PS 361-A  ELECTROLESS NICKEL PLATING SOLUTION,,,,,29/03/1984,15/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 362-C,PS 362-C    ALL PS MANUAL HOLDERS,,,,,28/09/1993,28/09/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 363-B,PS 363-B    ALKALI CLEANER SOLUTION FOR SPRAY WASHERS,,,,,22/01/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 364-A,PS 364-A   ELECTROCLEANER SOLUTION FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 365-A,PS 365-A   ACTIVATOR SOLUTION #1 FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 366-A,PS 366-A   ACTIVATOR SOLUTION #2 FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 367-A,PS 367-A    ACTIVATOR SOLUTION #3 FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 368-A,PS 368-A    ACTIVATOR SOLUTION #4 FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 369-A,PS 369-A  NICKEL STRIKE SOLUTION FOR BRUSH PLATING,106815,וולפמן בוריס,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 37-C,PS 37-C    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,25/06/1954,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 370-A,PS 370-A   NICKEL SOLUTION FOR BRUSH PLATING,,,,,17/12/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 371-A,PS 371-A     ALKALI CLEANER  [GENERAL PURPOSE],,,,,03/07/1986,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 372-A,PS 372-A   ALKALI CLEEANING SOLUTION,,,,,03/05/1986,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 373-A,PS 373-A    ALKALI CLEANER SOLUTION,,,,,21/12/1987,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 374-A,PS 374-A  ALKALI CLEANER,,,,,05/09/1988,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 375-A,PS 375-A    ALKALI CLEANER,,,,,20/10/1988,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 376-A,PS 376-A   ALKALI CLEANER,,,,,20/10/1988,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 377-A,PS 377-A    ALKALI CLEANER  [SPRAY WASH],,,,,05/04/1990,16/07/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 378-A,PS 378-A    ACTIVATOR SOLUTION #10 FOR BRUSH PLATING,,,,,05/01/1989,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 379-A,PS 379-A   CHROMINUM BRUSH STRIPPING,,,,,06/06/1989,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 38-F,PS 38-F    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,12/03/1954,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 380-A,PS 380-A   NICKEL BRAZE STRIPPING SOLUTION,,,,,25/06/1990,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 382-A,PS 382-A   WELD STOP-OFF STRIPPING SOLUTION,,,,,03/12/1991,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 383-A,PS 383-A   ALKALI CLEANER  [GENERAL PURPOSE],,,,,20/05/1991,28/05/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 384-A,PS 384-A    ALKALI CLEANER [GENERAL PURPOSE],,,,,20/05/1991,28/05/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 386-B,PS 386-B  ALKALI CLEANER  [GENERAL PURPOSE],,,,,20/05/1991,03/05/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 387-A,PS 387-A   ALKALI CLEANER  [GENERAL PURPOSE],,,,,20/05/1991,28/05/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 389-A,PS 389-A  CORROSION INHIBITOR SOLUTION,,,,,13/05/1992,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 39-C,PS 39-C    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,09/09/1955,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 390-A,PS 390-A   CLEANING AND DEGREASING SOLUTION,,,,,29/09/1992,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 391-A,PS 391-A   CORROSING INHIBITOR SOLUTION,,,,,01/07/1993,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 393,PS 393    ALKALI CLEANER,,,,,04/05/1993,04/05/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 394,PS 394    ALKALI CLEANER FOR SPRAY CLEANING,,,,,18/08/1994,18/08/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 395 REV.A,PS 395 REV.A    ALKALY CLEANER  [LOW FOAMING],,,,,25/05/1994,19/10/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 399,PS 399   TOTALLY VOLATILE AQUEOUS CLEANER,,,,,05/04/1993,05/04/1993,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 40-D,PS 40-D    ETCHING SOLUTION FOR AUSTENITIC STEELS,,,,,20/09/1955,26/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 401-L,PS 401-L   WET ABRASIVE SOLUTION,,,,,06/12/1953,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 402-E,PS 402-E      WET ADRASIVE SOLUTION,,,,,13/06/1961,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 403-G,PS 403-G    WET ADRASIVE SOLUTION,,,,,01/03/1962,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 404-E,PS 404-E  WET ADRASIVE SOLUTION,,,,,13/06/1963,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 405-G,"PS 405-G     #240 ALUMINUM OXIDE,WET-ABRASIVE SOLUTION",,,,,13/06/1963,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 406-F,PS 406-F   WET ABRASIVE SOLUTION,,,,,04/02/1964,09/11/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 407-E,PS 407-E   WET ABRASIVE SOLUTION,,,,,12/12/1977,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 408-A,"PS 408-A   #150 ALUMINUM OXIDE, WET ABRASIVE SOLUTION",,,,,12/11/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 409-A,"PS 409-A    #180 ALUMINUM OXIDE, WET-ABRASIVE SOLUTION",,,,,12/11/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 41-D,PS 41-D     ETCHING SOLUTION FOR MARTENSITIC STEEL,,,,,30/09/1955,26/06/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 410-A,"PS 410-A    #220 ALUMINUM OXIDE, WET-ABRASIVE SOLUTION",,,,,12/11/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 420-A,"PS 420-A   LAPPING COMPOUND, 1-MICRO ALUMINUM OXIDE",,,,,03/05/1986,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 421-A,"PS 421-A    LAPPING COMPOUND, 3-MICRO ALUMINUM OXIDE",,,,,03/05/1986,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 425,PS 425     ALKALI CLEANER  [SPRAY WASH],,,,,27/08/1997,27/08/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 43-D,PS 43-D   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,30/09/1955,25/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 430,"PS 430,  METAL CLEANING SOLUTION",,,,,14/10/1997,14/10/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 44-D,PS 44-D   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,30/09/1955,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 441,"PS 441   ALKALI CLEANER  [GENERAL PURPOSE], FOR ALMMERSION CLEANING",,,,,30/06/1998,30/06/1998,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 45-D,PS 45-D  DOCUMENT PROPERTY RIGHTS NOTICE,,,,,30/09/1955,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 450-E,PS 450-E   CHROME PICKLE SPLUTION,,,,,06/01/1944,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 47-E,PS 47-E   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,30/09/1955,25/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 48-D,PS 48-D   NITRIC - HYDROFLUORIC SOLUTION,111534,רוזנשטיין צ'רלס,,J,12/03/1956,31/08/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 480-K,PS 480-K    CADMIUM BRIGHT DIP SOLUTION,,,,,07/11/1944,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 484-D,PS 484-D   CHROMIC ACIDE SOLUTION,,,,,25/09/1953,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 486-G,PS 486-G    CHROMATE CONVERSION SOLUTION IMMERSION METHOD,,,,,25/03/1955,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 487-C,PS 487-C  ALUMINUM HARD COATING SOLUTION,,,,,04/05/1957,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 488-C,PS 488-C   CHROMIC-PHOSPHOORIC ACID ANODIZE STRIPPER SOLUTION,,,,,10/05/1956,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 489-A,PS 489-A   CHROMIC-PHOSPHORIC ACID,,,,,11/01/1985,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 49-F,PS 49-F    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,28/09/1956,29/08/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 490-A,PS 490-A  DICHROMATE SOLUTION,,,,,23/05/1988,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 491-A,PS 491-A     REGENERATION  SOLUTION CHROME REMOVAL UNIT ACID,,,,,26/10/1987,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 492-A,PS 492-A     REGENERATION SOLUTION SEIONIZER ACID,,,,,26/10/1987,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 498,PS 498   NICKEL PLATING SOLUTION  [SULFAMATE],,,,,12/10/1997,12/10/1997,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 5-A,PS 5-A    NICKEL SULFAMATE STRIKE SOLUTION,,,,,24/01/1991,08/09/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 50-C,PS 50-C   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,11/02/1956,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 500,PS 500    STARCH SOLUTION,,,,,17/05/1994,17/05/1994,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 501,PS 501    CORROSION INHIBITOR SOLUTION,,,,,06/11/1999,06/11/1999,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 503-M,PS 503-M     FERRIC CHLORIDE SOLUTION,111534,רוזנשטיין צ'רלס,,T,07/07/1950,18/06/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 505-D,PS 505-D    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,19/05/1951,28/05/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 506-B,PS 506-B      DOCUMENT PROPERTY RIGHTS NOTICE,,,,,29/05/1952,04/08/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 51-E,PS 51-E   DOCUMENT PROPERTY RIGHTS NOTICE,,,,,13/12/1957,19/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 515-B,PS 515-B     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,11/01/1962,24/05/1985,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 517-B,"PS 517-B    ADHESIVE COMPOUND,EPOXY,AMS 3690",,,,,18/06/1962,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 518-C,PS 518-C    ALUMINIZED ENAMEL  [PWA 582],,,,,16/07/1962,22/08/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 519-B,PS 519-B  WASPALOY ETCHANT,,,,,05/12/1965,06/06/1988,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 52-E,PS 52-E     DOCUMENT PROPERTY RIGHTS NOTICE,,,,,02/06/1958,25/05/1995,Active,,,
7100,Pratt & Whitney Aircraft Group,PWA PS 520-A,PS 520-A    DOCUMENT PROPERTY RIGHTS NOTICE,,,,,01/11/1984,01/11/1984,Active,,,
